what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319745635702
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319745637614
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1319745639496
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319745641203
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319745646985
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319745651262
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319745652960
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1319745654052
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319745658866
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319745661544
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1319745663408
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1319745663884
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319745668459
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319745679771
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319745681920
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319745683245
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1319745687140
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319745690443
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319745691120
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319745721659
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319745723917
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1319745739681
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1319745739895
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.format",1319745762340
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1319745764056
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1319745764801
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1319745765267
